"","complaintNum","complaintDate","complaintTime","unknownDate","unknownTime","reportedDate","offenseCode","offenseDescription","internalOffenseCode","internalOffenseDescrption","completion","offenseLevel","jurisdiction","borough","precinct","premise","premiseDescrption","parkName","housingDevelopment","x","y","lat","long","NA"
"1274",781176415,"05/28/2012",01:11:00,NA,NA,"05/28/2012",101,"MURDER & NON-NEGL. MANSLAUGHTER",NA,NA,"COMPLETED","FELONY","N.Y. POLICE DEPT","MANHATTAN",32,"OUTSIDE",NA,NA,NA,1001053,236710,40.816382236,-73.939296249,"(40.816382236, -73.939296249)"
"1275",358110173,"05/27/2012",17:28:00,NA,NA,"05/27/2012",101,"MURDER & NON-NEGL. MANSLAUGHTER",NA,NA,"COMPLETED","FELONY","N.Y. POLICE DEPT","QUEENS",103,"OUTSIDE",NA,NA,NA,1042221,191652,40.692535599,-73.790954982,"(40.692535599, -73.790954982)"
"1276",888149077,"05/26/2012",20:51:00,NA,NA,"05/26/2012",101,"MURDER & NON-NEGL. MANSLAUGHTER",NA,NA,"COMPLETED","FELONY","N.Y. POLICE DEPT","BROOKLYN",81,"OUTSIDE",NA,NA,NA,1005243,187937,40.682503738,-73.924311038,"(40.682503738, -73.924311038)"
"1277",715076740,"05/26/2012",02:45:00,NA,NA,"05/26/2012",101,"MURDER & NON-NEGL. MANSLAUGHTER",NA,NA,"COMPLETED","FELONY","N.Y. HOUSING POLICE","BRONX",42,"OUTSIDE",NA,NA,"EAST 173RD STREET-VYSE AVENUE",1015121,242644,40.832631412,-73.888444685,"(40.832631412, -73.888444685)"
"1278",362814619,"05/26/2012",02:28:00,NA,NA,"05/26/2012",101,"MURDER & NON-NEGL. MANSLAUGHTER",NA,NA,"COMPLETED","FELONY","N.Y. POLICE DEPT","BRONX",45,"OUTSIDE",NA,NA,NA,1025144,245986,40.841763501,-73.852204827,"(40.841763501, -73.852204827)"
"1279",824712806,"05/26/2012",01:07:00,NA,NA,"05/26/2012",101,"MURDER & NON-NEGL. MANSLAUGHTER",NA,NA,"COMPLETED","FELONY","N.Y. POLICE DEPT","MANHATTAN",25,"OUTSIDE",NA,NA,NA,999449,230611,40.799645073,-73.945104921,"(40.799645073, -73.945104921)"
"1280",659904936,"05/25/2012",23:35:00,NA,NA,"05/25/2012",101,"MURDER & NON-NEGL. MANSLAUGHTER",NA,NA,"COMPLETED","FELONY","N.Y. POLICE DEPT","BROOKLYN",81,"OUTSIDE",NA,NA,NA,1005901,189128,40.685771175,-73.921934788,"(40.685771175, -73.921934788)"
"1281",300560590,"05/24/2012",07:00:00,NA,NA,"05/24/2012",101,"MURDER & NON-NEGL. MANSLAUGHTER",NA,NA,"COMPLETED","FELONY","N.Y. POLICE DEPT","STATEN ISLAND",123,"INSIDE",NA,NA,NA,918205,136171,40.540195736,-74.237620325,"(40.540195736, -74.237620325)"
"1282",416923259,"05/24/2012",03:16:00,NA,NA,"05/24/2012",101,"MURDER & NON-NEGL. MANSLAUGHTER",NA,NA,"COMPLETED","FELONY","N.Y. POLICE DEPT","MANHATTAN",23,"OUTSIDE",NA,NA,NA,1000866,226632,40.788721243,-73.939996774,"(40.788721243, -73.939996774)"
"1283",672847899,"05/23/2012",19:24:00,NA,NA,"05/23/2012",101,"MURDER & NON-NEGL. MANSLAUGHTER",NA,NA,"COMPLETED","FELONY","N.Y. POLICE DEPT","QUEENS",111,"INSIDE",NA,NA,NA,1048017,218108,40.765110755,-73.769803691,"(40.765110755, -73.769803691)"
"1284",644141144,"05/23/2012",03:00:00,NA,NA,"05/23/2012",101,"MURDER & NON-NEGL. MANSLAUGHTER",NA,NA,"COMPLETED","FELONY","N.Y. POLICE DEPT","MANHATTAN",32,"INSIDE",NA,NA,NA,1000448,238379,40.820964301,-73.941477939,"(40.820964301, -73.941477939)"
"1285",345454386,"05/22/2012",15:57:00,NA,NA,"05/22/2012",101,"MURDER & NON-NEGL. MANSLAUGHTER",NA,NA,"COMPLETED","FELONY","N.Y. POLICE DEPT","BROOKLYN",79,"OUTSIDE",NA,NA,NA,999223,192074,40.693871083,-73.94600699,"(40.693871083, -73.94600699)"
"1286",279745216,"05/20/2012",17:26:00,NA,NA,"05/20/2012",101,"MURDER & NON-NEGL. MANSLAUGHTER",NA,NA,"COMPLETED","FELONY","N.Y. POLICE DEPT","BROOKLYN",75,"OUTSIDE",NA,NA,NA,1018972,185930,40.676951775,-73.874821427,"(40.676951775, -73.874821427)"
"1287",434689708,"05/20/2012",11:56:00,NA,NA,"05/20/2012",101,"MURDER & NON-NEGL. MANSLAUGHTER",NA,NA,"COMPLETED","FELONY","N.Y. POLICE DEPT","QUEENS",103,"INSIDE",NA,NA,NA,1043932,194296,40.699781371,-73.784761624,"(40.699781371, -73.784761624)"
"1288",993203278,"10/15/1989",00:01:00,NA,NA,"05/20/2012",101,"MURDER & NON-NEGL. MANSLAUGHTER",NA,NA,"COMPLETED","FELONY","N.Y. POLICE DEPT","BROOKLYN",84,"OUTSIDE",NA,NA,NA,987323,188807,40.684916048,-73.988921322,"(40.684916048, -73.988921322)"
"1289",413970945,"05/19/2012",04:01:00,NA,NA,"05/19/2012",101,"MURDER & NON-NEGL. MANSLAUGHTER",NA,NA,"COMPLETED","FELONY","N.Y. HOUSING POLICE","BROOKLYN",75,"OUTSIDE",NA,NA,NA,1015537,178639,40.656952422,-73.887239136,"(40.656952422, -73.887239136)"
"1290",179977937,"05/19/2012",03:59:00,NA,NA,"05/19/2012",101,"MURDER & NON-NEGL. MANSLAUGHTER",NA,NA,"COMPLETED","FELONY","N.Y. POLICE DEPT","QUEENS",113,"OUTSIDE",NA,NA,NA,1047847,194355,40.699916043,-73.770641899,"(40.699916043, -73.770641899)"
"1291",188232315,"05/18/2012",00:01:00,NA,NA,"05/18/2012",101,"MURDER & NON-NEGL. MANSLAUGHTER",NA,NA,"COMPLETED","FELONY","N.Y. POLICE DEPT","BRONX",52,"OUTSIDE",NA,NA,NA,1017088,260895,40.882717807,-73.88124725,"(40.882717807, -73.88124725)"
"1292",706632466,"05/17/2012",20:55:00,NA,NA,"05/17/2012",101,"MURDER & NON-NEGL. MANSLAUGHTER",NA,NA,"COMPLETED","FELONY","N.Y. POLICE DEPT","BROOKLYN",75,"OUTSIDE",NA,NA,NA,1014952,182322,40.667063485,-73.889330779,"(40.667063485, -73.889330779)"
"1293",539569525,"05/16/2012",22:05:00,NA,NA,"05/16/2012",101,"MURDER & NON-NEGL. MANSLAUGHTER",NA,NA,"COMPLETED","FELONY","N.Y. POLICE DEPT","BRONX",47,"INSIDE",NA,NA,NA,1025857,269169,40.905390295,-73.849483984,"(40.905390295, -73.849483984)"
"1294",134440880,"05/16/2012",02:50:00,NA,NA,"05/16/2012",101,"MURDER & NON-NEGL. MANSLAUGHTER",NA,NA,"COMPLETED","FELONY","N.Y. POLICE DEPT","BROOKLYN",79,"OUTSIDE",NA,NA,NA,997415,193307,40.697258255,-73.952524446,"(40.697258255, -73.952524446)"
"1295",468936765,"05/15/2012",18:10:00,NA,NA,"05/15/2012",101,"MURDER & NON-NEGL. MANSLAUGHTER",NA,NA,"COMPLETED","FELONY","N.Y. POLICE DEPT","BROOKLYN",63,"OUTSIDE",NA,NA,NA,1000667,167270,40.62578701,-73.940860137,"(40.62578701, -73.940860137)"
"1296",286602538,"05/14/2012",08:00:00,NA,NA,"05/14/2012",101,"MURDER & NON-NEGL. MANSLAUGHTER",NA,NA,"COMPLETED","FELONY","N.Y. POLICE DEPT","MANHATTAN",25,"OUTSIDE",NA,NA,NA,1002334,229651,40.797004701,-73.934687319,"(40.797004701, -73.934687319)"
"1297",216898773,"05/13/2012",18:19:00,NA,NA,"05/13/2012",101,"MURDER & NON-NEGL. MANSLAUGHTER",NA,NA,"COMPLETED","FELONY","N.Y. POLICE DEPT","BROOKLYN",73,"OUTSIDE",NA,NA,NA,1008449,184543,40.673179794,-73.912763975,"(40.673179794, -73.912763975)"
"1298",679567392,"05/13/2012",03:30:00,NA,NA,"05/13/2012",101,"MURDER & NON-NEGL. MANSLAUGHTER",NA,NA,"COMPLETED","FELONY","N.Y. POLICE DEPT","QUEENS",112,"OUTSIDE",NA,NA,NA,1027058,208898,40.739958002,-73.845523752,"(40.739958002, -73.845523752)"
"1299",839190548,"05/13/2012",02:30:00,NA,NA,"05/13/2012",101,"MURDER & NON-NEGL. MANSLAUGHTER",NA,NA,"COMPLETED","FELONY","N.Y. HOUSING POLICE","BRONX",46,"OUTSIDE",NA,NA,"SEDGWICK",1005852,247414,40.845751206,-73.921924155,"(40.845751206, -73.921924155)"
"1300",500607032,"05/12/2012",20:15:00,NA,NA,"05/12/2012",101,"MURDER & NON-NEGL. MANSLAUGHTER",NA,NA,"COMPLETED","FELONY","N.Y. POLICE DEPT","MANHATTAN",23,"OUTSIDE",NA,NA,NA,1000960,225680,40.786108082,-73.939659683,"(40.786108082, -73.939659683)"
"1301",731681557,"05/12/2012",04:04:00,NA,NA,"05/12/2012",101,"MURDER & NON-NEGL. MANSLAUGHTER",NA,NA,"COMPLETED","FELONY","N.Y. POLICE DEPT","BROOKLYN",83,"INSIDE",NA,NA,NA,985172,194034,40.699263444,-73.996676333,"(40.699263444, -73.996676333)"
"1302",681385413,"05/10/2012",13:52:00,NA,NA,"05/10/2012",101,"MURDER & NON-NEGL. MANSLAUGHTER",NA,NA,"COMPLETED","FELONY","N.Y. POLICE DEPT","QUEENS",113,"OUTSIDE",NA,NA,NA,1046868,191484,40.69204282,-73.774199289,"(40.69204282, -73.774199289)"
"1303",396075892,"05/10/2012",12:35:00,NA,NA,"05/10/2012",101,"MURDER & NON-NEGL. MANSLAUGHTER",NA,NA,"COMPLETED","FELONY","N.Y. POLICE DEPT","QUEENS",106,"INSIDE",NA,NA,NA,1038101,181874,40.665723292,-73.80589,"(40.665723292, -73.80589)"
"1304",514080518,"05/09/2012",19:55:00,NA,NA,"05/09/2012",101,"MURDER & NON-NEGL. MANSLAUGHTER",NA,NA,"COMPLETED","FELONY","N.Y. POLICE DEPT","BROOKLYN",73,"INSIDE",NA,NA,NA,1007338,187298,40.680744612,-73.916759694,"(40.680744612, -73.916759694)"
"1305",324663852,"04/16/2012",23:38:00,NA,NA,"04/16/2012",101,"MURDER & NON-NEGL. MANSLAUGHTER",NA,NA,"COMPLETED","FELONY","N.Y. POLICE DEPT","BRONX",41,"OUTSIDE",NA,NA,NA,1011499,236432,40.815593159,-73.901558513,"(40.815593159, -73.901558513)"
"1306",855712126,"05/05/2012",04:31:00,NA,NA,"05/05/2012",101,"MURDER & NON-NEGL. MANSLAUGHTER",NA,NA,"COMPLETED","FELONY","N.Y. POLICE DEPT","STATEN ISLAND",120,"INSIDE",NA,NA,"MARINER'S HARBOR",938876,169548,40.631938635,-74.163473834,"(40.631938635, -74.163473834)"
"1307",247357448,"05/04/2012",22:50:00,NA,NA,"05/04/2012",101,"MURDER & NON-NEGL. MANSLAUGHTER",NA,NA,"COMPLETED","FELONY","N.Y. POLICE DEPT","QUEENS",114,"INSIDE",NA,NA,NA,1008435,218626,40.766729419,-73.912691986,"(40.766729419, -73.912691986)"
"1308",404814213,"05/01/2012",21:51:00,NA,NA,"05/01/2012",101,"MURDER & NON-NEGL. MANSLAUGHTER",NA,NA,"COMPLETED","FELONY","N.Y. POLICE DEPT","BROOKLYN",77,"OUTSIDE",NA,NA,NA,994501,184864,40.674088004,-73.963046059,"(40.674088004, -73.963046059)"
"1309",555023411,"04/25/2012",22:34:00,NA,NA,"04/25/2012",101,"MURDER & NON-NEGL. MANSLAUGHTER",NA,NA,"COMPLETED","FELONY","N.Y. POLICE DEPT","BRONX",46,"OUTSIDE",NA,NA,NA,1013706,252409,40.859438284,-73.893515089,"(40.859438284, -73.893515089)"
"1310",951339838,"04/25/2012",12:53:00,NA,NA,"04/25/2012",101,"MURDER & NON-NEGL. MANSLAUGHTER",NA,NA,"COMPLETED","FELONY","N.Y. POLICE DEPT","BROOKLYN",71,"INSIDE",NA,NA,NA,997453,181126,40.663824117,-73.952411269,"(40.663824117, -73.952411269)"
"1311",996945483,"04/24/2012",03:27:00,NA,NA,"04/24/2012",101,"MURDER & NON-NEGL. MANSLAUGHTER",NA,NA,"COMPLETED","FELONY","N.Y. POLICE DEPT","MANHATTAN",32,"INSIDE",NA,NA,NA,1001751,241630,40.829884885,-73.936761711,"(40.829884885, -73.936761711)"
"1312",153654557,"04/23/2012",07:07:00,NA,NA,"04/23/2012",101,"MURDER & NON-NEGL. MANSLAUGHTER",NA,NA,"COMPLETED","FELONY","N.Y. POLICE DEPT","QUEENS",103,"OUTSIDE",NA,NA,NA,1040083,190955,40.690636245,-73.798670471,"(40.690636245, -73.798670471)"
"1313",676234067,"04/22/2012",22:50:00,NA,NA,"04/22/2012",101,"MURDER & NON-NEGL. MANSLAUGHTER",NA,NA,"COMPLETED","FELONY","N.Y. POLICE DEPT","BROOKLYN",77,"INSIDE",NA,NA,NA,1005507,185647,40.676217578,-73.923366407,"(40.676217578, -73.923366407)"
"1314",288540575,"04/21/2012",22:00:00,NA,NA,"04/21/2012",101,"MURDER & NON-NEGL. MANSLAUGHTER",NA,NA,"COMPLETED","FELONY","N.Y. POLICE DEPT","BROOKLYN",73,"OUTSIDE",NA,NA,NA,1006511,183864,40.671321177,-73.919752709,"(40.671321177, -73.919752709)"
"1315",197687778,"04/20/2012",05:02:00,NA,NA,"04/20/2012",101,"MURDER & NON-NEGL. MANSLAUGHTER",NA,NA,"COMPLETED","FELONY","N.Y. POLICE DEPT","QUEENS",110,"OUTSIDE",NA,NA,NA,1022488,207100,40.735043882,-73.862025325,"(40.735043882, -73.862025325)"
"1316",816119579,"09/01/2011",03:18:00,NA,NA,"04/20/2012",101,"MURDER & NON-NEGL. MANSLAUGHTER",NA,NA,"COMPLETED","FELONY","N.Y. POLICE DEPT","BROOKLYN",70,"INSIDE",NA,NA,NA,995904,177893,40.654952417,-73.958000222,"(40.654952417, -73.958000222)"
"1317",771898565,"04/19/2012",00:30:00,NA,NA,"04/19/2012",101,"MURDER & NON-NEGL. MANSLAUGHTER",NA,NA,"COMPLETED","FELONY","N.Y. POLICE DEPT","BRONX",50,"OUTSIDE",NA,NA,NA,1009354,260991,40.883006685,-73.909215837,"(40.883006685, -73.909215837)"
"1318",915821391,"04/18/2012",18:16:00,NA,NA,"04/18/2012",101,"MURDER & NON-NEGL. MANSLAUGHTER",NA,NA,"COMPLETED","FELONY","N.Y. POLICE DEPT","BRONX",47,"INSIDE",NA,NA,NA,1027110,262158,40.886141362,-73.84499602,"(40.886141362, -73.84499602)"
"1319",985949830,"04/18/2012",13:50:00,NA,NA,"04/18/2012",101,"MURDER & NON-NEGL. MANSLAUGHTER",NA,NA,"COMPLETED","FELONY","N.Y. POLICE DEPT","BROOKLYN",60,"INSIDE",NA,NA,NA,982385,149312,40.576510949,-74.006715037,"(40.576510949, -74.006715037)"
"1320",236544914,"04/17/2012",22:18:00,NA,NA,"04/17/2012",101,"MURDER & NON-NEGL. MANSLAUGHTER",NA,NA,"COMPLETED","FELONY","N.Y. POLICE DEPT","BROOKLYN",73,"OUTSIDE",NA,NA,NA,1008858,186137,40.677553836,-73.911283711,"(40.677553836, -73.911283711)"
"1321",895433625,"04/17/2012",15:11:00,NA,NA,"04/17/2012",101,"MURDER & NON-NEGL. MANSLAUGHTER",NA,NA,"COMPLETED","FELONY","N.Y. POLICE DEPT","BROOKLYN",75,"INSIDE",NA,NA,NA,1018565,183895,40.67136775,-73.876299105,"(40.67136775, -73.876299105)"
"1322",508221580,"04/17/2012",03:30:00,NA,NA,"04/17/2012",101,"MURDER & NON-NEGL. MANSLAUGHTER",NA,NA,"COMPLETED","FELONY","N.Y. POLICE DEPT","BROOKLYN",67,"OUTSIDE",NA,NA,NA,1000401,176197,40.650290207,-73.94179702,"(40.650290207, -73.94179702)"
"1323",794472386,"04/16/2012",20:49:00,NA,NA,"04/16/2012",101,"MURDER & NON-NEGL. MANSLAUGHTER",NA,NA,"COMPLETED","FELONY","N.Y. POLICE DEPT","BRONX",40,"OUTSIDE",NA,NA,NA,1006600,238545,40.821406501,-73.919250169,"(40.821406501, -73.919250169)"
"1324",729646464,"04/15/2012",23:38:00,NA,NA,"04/15/2012",101,"MURDER & NON-NEGL. MANSLAUGHTER",NA,NA,"COMPLETED","FELONY","N.Y. POLICE DEPT","QUEENS",113,"INSIDE",NA,NA,NA,1043056,190628,40.689719454,-73.787952878,"(40.689719454, -73.787952878)"
"1325",487191808,"04/15/2012",05:13:00,NA,NA,"04/15/2012",101,"MURDER & NON-NEGL. MANSLAUGHTER",NA,NA,"COMPLETED","FELONY","N.Y. POLICE DEPT","BRONX",40,"OUTSIDE",NA,NA,NA,1006566,238688,40.821799082,-73.919372536,"(40.821799082, -73.919372536)"
"1326",745230808,"03/22/1973",11:00:00,NA,NA,"04/15/2012",101,"MURDER & NON-NEGL. MANSLAUGHTER",NA,NA,"COMPLETED","FELONY","N.Y. POLICE DEPT","BRONX",44,"INSIDE",NA,NA,NA,1004315,243965,40.836288335,-73.927489736,"(40.836288335, -73.927489736)"
"1327",318337249,"04/14/2012",00:51:00,NA,NA,"04/14/2012",101,"MURDER & NON-NEGL. MANSLAUGHTER",NA,NA,"COMPLETED","FELONY","N.Y. POLICE DEPT","BRONX",43,"OUTSIDE",NA,NA,NA,1021815,236899,40.8168371,-73.864287157,"(40.8168371, -73.864287157)"
"1328",797168316,"04/14/2012",00:02:00,NA,NA,"04/14/2012",101,"MURDER & NON-NEGL. MANSLAUGHTER",NA,NA,"COMPLETED","FELONY","N.Y. POLICE DEPT","BRONX",42,"OUTSIDE",NA,NA,NA,1012706,241820,40.830377881,-73.897175118,"(40.830377881, -73.897175118)"
"1329",376388975,"04/12/2012",01:33:00,NA,NA,"04/12/2012",101,"MURDER & NON-NEGL. MANSLAUGHTER",NA,NA,"COMPLETED","FELONY","N.Y. POLICE DEPT","BROOKLYN",75,"OUTSIDE",NA,NA,NA,1020721,181113,40.663723167,-73.86854199,"(40.663723167, -73.86854199)"
"1330",787143498,"04/11/2012",19:36:00,NA,NA,"04/11/2012",101,"MURDER & NON-NEGL. MANSLAUGHTER",NA,NA,"COMPLETED","FELONY","N.Y. POLICE DEPT","QUEENS",113,"OUTSIDE",NA,NA,NA,1046285,188998,40.685223448,-73.776324484,"(40.685223448, -73.776324484)"
"1331",612245755,"04/11/2012",04:30:00,NA,NA,"04/11/2012",101,"MURDER & NON-NEGL. MANSLAUGHTER",NA,NA,"COMPLETED","FELONY","N.Y. POLICE DEPT","MANHATTAN",34,"OUTSIDE",NA,NA,NA,1003086,248711,40.849317422,-73.931917814,"(40.849317422, -73.931917814)"
"1332",659568282,"04/10/2012",20:07:00,NA,NA,"04/10/2012",101,"MURDER & NON-NEGL. MANSLAUGHTER",NA,NA,"COMPLETED","FELONY","N.Y. POLICE DEPT","BROOKLYN",90,"INSIDE",NA,NA,"WILLIAMS PLAZA",995045,197201,40.707949581,-73.961065145,"(40.707949581, -73.961065145)"
"1333",626974632,"04/10/2012",09:26:00,NA,NA,"04/10/2012",101,"MURDER & NON-NEGL. MANSLAUGHTER",NA,NA,"COMPLETED","FELONY","N.Y. POLICE DEPT","MANHATTAN",18,"INSIDE",NA,NA,NA,988338,218358,40.766025962,-73.985243655,"(40.766025962, -73.985243655)"
"1334",452581968,"04/08/2012",00:25:00,NA,NA,"04/08/2012",101,"MURDER & NON-NEGL. MANSLAUGHTER",NA,NA,"COMPLETED","FELONY","N.Y. POLICE DEPT","BROOKLYN",73,"INSIDE",NA,NA,NA,1008384,179581,40.659560389,-73.913016063,"(40.659560389, -73.913016063)"
"1335",934923599,"04/07/2012",23:30:00,NA,NA,"04/07/2012",101,"MURDER & NON-NEGL. MANSLAUGHTER",NA,NA,"COMPLETED","FELONY","N.Y. POLICE DEPT","QUEENS",114,"OUTSIDE",NA,NA,NA,1003347,216706,40.76147197,-73.931065452,"(40.76147197, -73.931065452)"
"1336",594956861,"04/07/2012",07:05:00,NA,NA,"04/07/2012",101,"MURDER & NON-NEGL. MANSLAUGHTER",NA,NA,"COMPLETED","FELONY","N.Y. POLICE DEPT","BROOKLYN",63,"INSIDE",NA,NA,NA,1007820,166808,40.624502775,-73.91509349,"(40.624502775, -73.91509349)"
"1337",769361064,"04/07/2012",04:37:00,NA,NA,"04/07/2012",101,"MURDER & NON-NEGL. MANSLAUGHTER",NA,NA,"COMPLETED","FELONY","N.Y. POLICE DEPT","BRONX",43,"OUTSIDE",NA,NA,NA,1022704,242316,40.831701387,-73.861044352,"(40.831701387, -73.861044352)"
"1338",995788513,"04/06/2012",18:40:00,NA,NA,"04/06/2012",101,"MURDER & NON-NEGL. MANSLAUGHTER",NA,NA,"COMPLETED","FELONY","N.Y. POLICE DEPT","QUEENS",113,"INSIDE",NA,NA,NA,1046008,183650,40.670546379,-73.777372253,"(40.670546379, -73.777372253)"
"1339",893481496,"04/06/2012",02:45:00,NA,NA,"04/06/2012",101,"MURDER & NON-NEGL. MANSLAUGHTER",NA,NA,"COMPLETED","FELONY","N.Y. POLICE DEPT","MANHATTAN",34,"INSIDE",NA,NA,NA,1005223,253263,40.861806484,-73.924179286,"(40.861806484, -73.924179286)"
"1340",246066210,"04/06/2012",02:20:00,NA,NA,"04/06/2012",101,"MURDER & NON-NEGL. MANSLAUGHTER",NA,NA,"COMPLETED","FELONY","N.Y. POLICE DEPT","BROOKLYN",75,"INSIDE",NA,NA,NA,1016562,187410,40.681023162,-73.883502871,"(40.681023162, -73.883502871)"
"1341",316955196,"04/04/2012",11:10:00,NA,NA,"04/04/2012",101,"MURDER & NON-NEGL. MANSLAUGHTER",NA,NA,"COMPLETED","FELONY","N.Y. POLICE DEPT","QUEENS",101,"OUTSIDE",NA,NA,NA,1052068,161457,40.609587225,-73.755749958,"(40.609587225, -73.755749958)"
"1342",401295129,"04/04/2012",06:04:00,NA,NA,"04/04/2012",101,"MURDER & NON-NEGL. MANSLAUGHTER",NA,NA,"COMPLETED","FELONY","N.Y. POLICE DEPT","BROOKLYN",69,"OUTSIDE",NA,NA,NA,1010796,173852,40.643828634,-73.904345125,"(40.643828634, -73.904345125)"
"1343",351659672,"04/02/2012",15:08:00,NA,NA,"04/02/2012",101,"MURDER & NON-NEGL. MANSLAUGHTER",NA,NA,"COMPLETED","FELONY","N.Y. POLICE DEPT","BRONX",40,"INSIDE",NA,NA,NA,1005386,235950,40.814286944,-73.92364456,"(40.814286944, -73.92364456)"
"1344",605467022,"03/29/2012",22:01:00,NA,NA,"03/29/2012",101,"MURDER & NON-NEGL. MANSLAUGHTER",NA,NA,"COMPLETED","FELONY","N.Y. POLICE DEPT","BRONX",48,"INSIDE",NA,NA,NA,1015133,247522,40.846020053,-73.88837886,"(40.846020053, -73.88837886)"
"1345",269356763,"03/29/2012",14:00:00,NA,NA,"03/29/2012",101,"MURDER & NON-NEGL. MANSLAUGHTER",NA,NA,"COMPLETED","FELONY","N.Y. POLICE DEPT","MANHATTAN",33,"INSIDE",NA,NA,NA,1002128,247436,40.845819914,-73.93538395,"(40.845819914, -73.93538395)"
"1346",928386954,"03/25/2012",18:00:00,NA,NA,"03/25/2012",101,"MURDER & NON-NEGL. MANSLAUGHTER",NA,NA,"COMPLETED","FELONY","N.Y. POLICE DEPT","BROOKLYN",61,"INSIDE",NA,NA,NA,1000327,158445,40.60156483,-73.942105978,"(40.60156483, -73.942105978)"
"1347",746437097,"03/26/2012",08:30:00,NA,NA,"03/26/2012",101,"MURDER & NON-NEGL. MANSLAUGHTER",NA,NA,"COMPLETED","FELONY","N.Y. POLICE DEPT","QUEENS",110,"INSIDE",NA,NA,NA,1020636,210881,40.74542959,-73.868687529,"(40.74542959, -73.868687529)"
"1348",480538423,"03/25/2012",13:07:00,NA,NA,"03/25/2012",101,"MURDER & NON-NEGL. MANSLAUGHTER",NA,NA,"COMPLETED","FELONY","N.Y. POLICE DEPT","QUEENS",114,"INSIDE",NA,NA,NA,1002361,221076,40.77346856,-73.93461292,"(40.77346856, -73.93461292)"
"1349",757612575,"03/25/2012",03:45:00,NA,NA,"03/25/2012",101,"MURDER & NON-NEGL. MANSLAUGHTER",NA,NA,"COMPLETED","FELONY","N.Y. POLICE DEPT","QUEENS",113,"OUTSIDE",NA,NA,NA,1041221,189706,40.687200784,-73.794577477,"(40.687200784, -73.794577477)"
"1350",434528274,"03/25/2012",02:37:00,NA,NA,"03/25/2012",101,"MURDER & NON-NEGL. MANSLAUGHTER",NA,NA,"COMPLETED","FELONY","N.Y. POLICE DEPT","BRONX",43,"OUTSIDE",NA,NA,NA,1018877,241924,40.830641293,-73.874875576,"(40.830641293, -73.874875576)"
"1351",388091876,"03/25/2012",02:30:00,NA,NA,"03/25/2012",101,"MURDER & NON-NEGL. MANSLAUGHTER",NA,NA,"COMPLETED","FELONY","N.Y. POLICE DEPT","QUEENS",110,"OUTSIDE",NA,NA,NA,1022599,208330,40.738419444,-73.861617787,"(40.738419444, -73.861617787)"
"1352",916422358,"03/21/2012",22:10:00,NA,NA,"03/21/2012",101,"MURDER & NON-NEGL. MANSLAUGHTER",NA,NA,"COMPLETED","FELONY","N.Y. POLICE DEPT","BROOKLYN",67,"INSIDE",NA,NA,NA,1004796,180307,40.66156215,-73.925945955,"(40.66156215, -73.925945955)"
"1353",235495641,"03/20/2012",19:55:00,NA,NA,"03/20/2012",101,"MURDER & NON-NEGL. MANSLAUGHTER",NA,NA,"COMPLETED","FELONY","N.Y. POLICE DEPT","BROOKLYN",77,"OUTSIDE",NA,NA,NA,1002705,184624,40.673415957,-73.933470882,"(40.673415957, -73.933470882)"
"1354",103306359,"03/20/2012",20:25:00,NA,NA,"03/20/2012",101,"MURDER & NON-NEGL. MANSLAUGHTER",NA,NA,"COMPLETED","FELONY","N.Y. POLICE DEPT","BROOKLYN",88,"OUTSIDE",NA,NA,NA,989935,192389,40.694746524,-73.979500377,"(40.694746524, -73.979500377)"
"1355",585592344,"03/20/2012",15:44:00,NA,NA,"03/20/2012",101,"MURDER & NON-NEGL. MANSLAUGHTER",NA,NA,"COMPLETED","FELONY","N.Y. POLICE DEPT","BROOKLYN",79,"OUTSIDE",NA,NA,NA,998489,188550,40.684199723,-73.948661329,"(40.684199723, -73.948661329)"
"1356",441424292,"03/20/2012",15:40:00,NA,NA,"03/20/2012",101,"MURDER & NON-NEGL. MANSLAUGHTER",NA,NA,"COMPLETED","FELONY","N.Y. POLICE DEPT","QUEENS",115,"OUTSIDE",NA,NA,NA,1013444,222889,40.778415112,-73.894590659,"(40.778415112, -73.894590659)"
"1357",960296465,"03/20/2012",05:21:00,NA,NA,"03/20/2012",101,"MURDER & NON-NEGL. MANSLAUGHTER",NA,NA,"COMPLETED","FELONY","N.Y. POLICE DEPT","MANHATTAN",25,"INSIDE",NA,NA,NA,1000345,230119,40.79829308,-73.941869883,"(40.79829308, -73.941869883)"
"1358",295885089,"03/19/2012",13:20:00,NA,NA,"03/19/2012",101,"MURDER & NON-NEGL. MANSLAUGHTER",NA,NA,"COMPLETED","FELONY","N.Y. POLICE DEPT","BROOKLYN",81,"OUTSIDE",NA,NA,NA,1006978,187107,40.680221291,-73.918058285,"(40.680221291, -73.918058285)"
"1359",754904065,"03/18/2012",20:49:00,NA,NA,"03/18/2012",101,"MURDER & NON-NEGL. MANSLAUGHTER",NA,NA,"COMPLETED","FELONY","N.Y. POLICE DEPT","BRONX",43,"INSIDE",NA,NA,"MONROE",1021543,239271,40.823348717,-73.865256652,"(40.823348717, -73.865256652)"
